Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,,
49,Non-binary,Bachelor's,Widowed,96687,611,37908,Business,Employed,18,Excellent,0.494042992,42700,2,Brownborough,AK,Vanuatu,1,2,High,,
64,Male,PhD,Divorced,64264,637,41309,Business,Employed,11,Poor,0.179430967,23141,0,North Maryhaven,IN,Martinique,1,1,Medium,,
44,Non-binary,PhD,Married,117309,780,13807,Home,Self-employed,1,Good,0.333893556,260548,3,North Tylerbury,DC,Trinidad and Tobago,3,1,Medium,,
61,Non-binary,PhD,Single,112297,773,41898,Business,Unemployed,9,Good,0.400565215,231574,3,Brownton,UT,Syrian Arab Republic,4,1,Medium,,
29,Non-binary,Bachelor's,Widowed,71158,632,42674,Home,Self-employed,17,Excellent,0.385215259,159995,4,Lake Johntown,SC,Kiribati,3,1,Medium,,
55,Non-binary,Master's,Single,66308,735,47395,Personal,Employed,17,Excellent,0.330203929,263627,2,New Brendaburgh,ND,Trinidad and Tobago,0,2,Low,,
45,Female,High School,Married,119329,740,40890,Home,Self-employed,18,Poor,0.454866508,224863,0,South Katelynmouth,AK,Honduras,2,2,Low,,
18,Female,Master's,Widowed,37693,620,46767,Business,Unemployed,10,Poor,0.240128044,293639,3,Frankbury,MI,Tunisia,0,1,Low,,
31,Female,Master's,Married,67252,744,23013,Business,Employed,15,Good,0.34621336,30483,1,Jeffreystad,ME,Lebanon,3,0,Low,,
40,Female,Master's,Widowed,54851,704,14650,Business,Unemployed,13,Good,0.459700155,217135,3,South Derek,DE,Nicaragua,4,2,Medium,,
46,Male,Master's,Widowed,88106,697,5682,Personal,Unemployed,4,Fair,0.118733389,71906,2,Scottshire,MO,Lao People's Democratic Republic,2,0,Medium,,
66,Female,Master's,Widowed,47584,667,7343,Personal,Self-employed,9,Poor,0.264632251,149867,3,East Curtiston,AL,Kuwait,4,1,Low,,
51,Female,High School,Single,42650,680,18589,Business,Employed,4,Poor,0.211323032,61930,1,New Joel,AL,Armenia,4,1,Low,,
30,Non-binary,High School,Single,72188,734,28187,Personal,Unemployed,15,Excellent,0.279504086,235084,4,Dawnshire,NJ,Netherlands,1,1,Low,,
47,Non-binary,PhD,Single,116565,654,45396,Personal,Self-employed,2,Good,0.520145892,139899,1,Nancyfort,PR,Maldives,0,2,Low,,
35,Non-binary,Bachelor's,Widowed,110947,782,35252,Home,Self-employed,8,Excellent,0.578066773,120663,1,North Nicolestad,WI,North Macedonia,0,2,Medium,,
52,Non-binary,PhD,Single,118463,722,49176,Auto,Employed,8,Good,0.52214321,151355,4,South Tonya,GU,Korea,2,1,Low,,
37,Non-binary,Master's,Widowed,92321,687,48302,Home,Unemployed,4,Excellent,0.400654822,229309,0,New Jamesbury,KS,Cape Verde,1,0,Medium,,
19,Non-binary,Master's,Widowed,89483,686,28474,Home,Unemployed,16,Good,0.201113661,111756,1,West Ronaldstad,CO,Netherlands Antilles,2,1,Low,,
34,Male,High School,Single,52486,704,22981,Business,Unemployed,17,Excellent,0.285688685,258168,3,Mooreburgh,MO,Antigua and Barbuda,4,2,Low,,
28,Male,High School,Widowed,81826,659,37126,Personal,Unemployed,13,Fair,0.437153506,247885,1,West Brucemouth,CA,Ecuador,3,1,Medium,,
27,Female,PhD,Married,71524,799,26422,Business,Self-employed,8,Good,0.288188198,110193,3,Brandyfurt,DC,Chile,4,2,Low,,
30,Non-binary,Bachelor's,Widowed,30176,696,28922,Home,Employed,8,Excellent,0.423272695,108125,3,Jonesfort,FL,South Africa,4,0,Low,,
64,Non-binary,Master's,Widowed,56775,652,17458,Personal,Self-employed,9,Good,0.39737994,128293,1,Brewerland,HI,Eritrea,0,1,Low,,
67,Female,PhD,Single,52691,738,47229,Home,Self-employed,5,Good,0.134382909,20344,1,North Timothy,VA,Somalia,3,1,High,,
38,Female,Bachelor's,Single,97714,628,26512,Business,Unemployed,17,Good,0.328368841,284790,0,North Rebeccamouth,GU,Tuvalu,2,2,Low,,
30,Non-binary,PhD,Divorced,102168,625,9344,Home,Employed,9,Fair,0.531781865,125632,4,Frankland,DC,Bolivia,2,2,Low,,
67,Male,Bachelor's,Widowed,36292,718,25073,Personal,Employed,6,Poor,0.378899878,95428,4,Thomasfurt,FL,Anguilla,2,2,Low,,
43,Male,High School,Divorced,112648,617,33370,Auto,Employed,1,Good,0.375423581,91909,3,New Patricia,PA,Bahamas,0,1,Medium,,
30,Female,Master's,Divorced,77941,656,27500,Personal,Self-employed,3,Excellent,0.418636138,252226,4,Brianview,OR,Cambodia,4,1,Low,,
25,Non-binary,Bachelor's,Widowed,26827,653,40446,Home,Self-employed,7,Fair,0.584050163,124927,4,Vaughnchester,WV,Belgium,2,0,Low,,
66,Female,Master's,Widowed,69477,624,28831,Business,Unemployed,5,Excellent,0.596995712,276062,2,North Cynthiabury,ID,Romania,1,2,Low,,
60,Non-binary,PhD,Widowed,89939,667,32468,Home,Employed,14,Fair,0.517544466,292885,0,Oneillmouth,NC,Uzbekistan,4,1,Low,,
18,Female,Bachelor's,Widowed,27188,715,5479,Business,Unemployed,15,Good,0.223911392,285093,4,South Thomasview,NM,Canada,1,1,Low,,
55,Male,PhD,Single,94526,767,24231,Personal,Self-employed,7,Good,0.485850132,43948,2,Derekville,MH,Syrian Arab Republic,2,1,Low,,
64,Male,PhD,Widowed,98513,604,41077,Personal,Employed,3,Poor,0.36437243,241900,2,Lake Jacob,PW,Jordan,0,1,Low,,
32,Female,PhD,Widowed,101897,706,22239,Home,Self-employed,17,Excellent,0.49491013,243483,4,Mendozaton,AS,Bahrain,3,1,Low,,
19,Female,High School,Married,31465,748,27937,Business,Unemployed,17,Excellent,0.29190488,177417,1,Lake Leahchester,UT,Malaysia,4,1,Medium,,
37,Non-binary,Bachelor's,Single,70362,625,29849,Home,Employed,10,Good,0.203052267,270056,0,Steventown,MS,Mali,4,0,Low,,
36,Male,PhD,Single,48562,686,10423,Personal,Self-employed,10,Fair,0.221274098,277666,3,Craigchester,KS,Syrian Arab Republic,1,2,Medium,,
25,Non-binary,Master's,Single,47204,784,14439,Business,Self-employed,15,Good,0.288327592,295334,3,Port Cristianside,NV,Rwanda,1,0,High,,
30,Male,Bachelor's,Divorced,108715,647,28857,Business,Employed,14,Excellent,0.566514042,146614,4,Schmidttown,OR,Djibouti,0,1,Medium,,
28,Male,Master's,Divorced,82257,710,47782,Business,Self-employed,12,Excellent,0.548364096,25291,4,East Robert,CO,Uzbekistan,0,1,Low,,
29,Male,Bachelor's,Widowed,66579,721,35555,Business,Unemployed,17,Fair,0.251038163,251291,0,Clarkland,FM,Philippines,2,1,Low,,
40,Non-binary,High School,Widowed,103086,627,9273,Auto,Employed,1,Poor,0.403401544,223443,4,Port Michellemouth,MA,Saint Helena,2,0,Low,,
53,Non-binary,Bachelor's,Widowed,39121,666,22461,Auto,Employed,12,Excellent,0.171741945,292178,1,Michaelburgh,WI,Bolivia,1,1,Medium,,
66,Female,PhD,Widowed,79611,764,33094,Auto,Unemployed,8,Fair,0.429376492,47723,1,Jacksonfurt,PA,Iran,4,2,Low,,
46,Non-binary,PhD,Married,23553,717,36363,Personal,Self-employed,2,Good,0.46245699,161754,1,Jenniferport,IA,British Virgin Islands,2,1,Medium,,
18,Female,PhD,Divorced,70637,726,6049,Business,Unemployed,19,Poor,0.242282089,296192,3,Port Kristiside,PW,South Africa,3,1,Low,,
52,Female,PhD,Widowed,93638,689,18241,Auto,Self-employed,18,Poor,0.389256531,115327,4,South Haley,MO,Gabon,3,2,Low,,
44,Male,High School,Single,22853,653,19103,Personal,Employed,5,Fair,0.599314426,292764,4,West Ronaldstad,IA,South Georgia and the South Sandwich Islands,4,2,Medium,,
43,Female,High School,Widowed,92554,777,31118,Business,Self-employed,2,Excellent,0.328178944,265542,3,Timmouth,ME,Central African Republic,4,1,Low,,
35,Female,Master's,Divorced,80693,736,46111,Home,Employed,19,Excellent,0.531809025,155368,2,Michealmouth,MA,Mali,1,2,Medium,,
45,Female,PhD,Divorced,28366,700,17865,Home,Unemployed,0,Good,0.129559736,206059,3,Feliciaborough,NV,Sri Lanka,3,0,Low,,
62,Non-binary,High School,Divorced,87917,649,44244,Auto,Unemployed,13,Excellent,0.467376472,61086,3,Lindahaven,TN,France,4,2,Low,,
47,Female,Bachelor's,Married,25315,719,6446,Home,Employed,0,Poor,0.115309026,219586,1,Angelatown,MO,El Salvador,2,0,Low,,
20,Male,PhD,Widowed,33851,634,8046,Business,Self-employed,17,Poor,0.328997066,135320,3,North Donna,NY,Pitcairn Islands,4,2,Low,,
29,Non-binary,High School,Single,85696,614,49095,Personal,Unemployed,9,Good,0.415157619,296167,0,West Ernest,MS,Solomon Islands,2,1,Low,,
60,Non-binary,PhD,Widowed,114948,761,14000,Auto,Unemployed,5,Good,0.509328379,195076,4,Jennaland,AR,Norway,0,2,Low,,
24,Female,Master's,Married,51653,700,18777,Personal,Employed,16,Excellent,0.542435786,113338,4,North Kristina,PW,Nauru,4,1,Low,,
18,Male,Master's,Widowed,112781,704,14142,Business,Unemployed,19,Excellent,0.360400768,164216,4,South Arthur,FM,Chile,1,2,Medium,,
45,Male,PhD,Widowed,83023,603,12365,Home,Self-employed,17,Fair,0.335379569,50800,0,Markstad,NV,Netherlands,4,0,Low,,
68,Female,Bachelor's,Married,117083,629,28823,Personal,Self-employed,19,Excellent,0.546003273,163619,2,Fergusonshire,KS,Saint Vincent and the Grenadines,0,0,Medium,,
54,Male,Bachelor's,Divorced,113907,649,10792,Personal,Self-employed,10,Fair,0.438800763,204440,3,Lake Lawrence,NV,Papua New Guinea,3,0,High,,
63,Non-binary,PhD,Married,114808,726,23238,Home,Self-employed,13,Poor,0.174498086,257035,1,Feliciastad,IN,Bermuda,1,1,Medium,,
42,Non-binary,High School,Widowed,111296,606,48337,Auto,Employed,4,Fair,0.279053778,43839,4,Salasberg,CA,India,1,0,Low,,
26,Male,PhD,Widowed,46865,740,15412,Auto,Employed,16,Poor,0.469628581,115019,0,North Kenneth,AL,Netherlands,3,0,Medium,,
38,Female,High School,Widowed,20051,779,29267,Home,Self-employed,16,Good,0.142614999,250160,4,South Christopher,NJ,Madagascar,3,0,Low,,
61,Male,Master's,Married,68821,665,6157,Home,Employed,8,Excellent,0.215350817,49241,0,Rebeccashire,IN,Kyrgyz Republic,3,2,Low,,
25,Non-binary,Bachelor's,Divorced,69330,619,11277,Personal,Self-employed,1,Excellent,0.549983926,201522,3,East Melissa,MT,Svalbard & Jan Mayen Islands,2,0,Low,,
30,Female,Bachelor's,Married,117366,701,27319,Personal,Employed,19,Good,0.510380916,172349,2,Combschester,OK,Trinidad and Tobago,3,0,Medium,,
20,Non-binary,Master's,Widowed,42282,743,18725,Home,Employed,0,Good,0.228004345,264424,0,West Jeremychester,NJ,Canada,2,1,Low,,
52,Male,Bachelor's,Married,72221,682,7457,Auto,Self-employed,13,Fair,0.338097915,266761,0,Kaitlynstad,OK,Sierra Leone,1,0,Low,,
32,Female,Bachelor's,Married,118923,688,32219,Home,Self-employed,9,Good,0.380943919,27827,3,Lloydmouth,LA,Antigua and Barbuda,3,1,Low,,
35,Non-binary,Bachelor's,Widowed,60857,726,45459,Auto,Employed,1,Poor,0.504554805,229982,2,Harrisshire,WA,Guinea,3,1,Low,,
62,Non-binary,Master's,Married,116171,626,22656,Business,Employed,17,Fair,0.591798748,39540,0,Smithmouth,GA,Jamaica,2,0,Low,,
36,Male,High School,Married,24820,609,8595,Personal,Unemployed,13,Excellent,0.382272993,208370,3,Sarahstad,FL,Peru,1,1,Low,,
64,Female,High School,Widowed,86775,609,25637,Business,Unemployed,17,Good,0.266291223,95741,4,New Joseview,DC,Burkina Faso,0,2,Low,,
52,Non-binary,High School,Married,81684,737,26671,Home,Self-employed,1,Good,0.363011709,244990,0,South Jameston,MP,Israel,3,1,Low,,
37,Male,Bachelor's,Single,55608,657,37293,Personal,Unemployed,1,Fair,0.219709961,192576,2,South Rachelmouth,MN,Finland,4,1,Low,,
33,Non-binary,High School,Single,46534,666,21523,Personal,Employed,7,Excellent,0.495676176,117730,4,Hendricksburgh,OK,United States Minor Outlying Islands,1,1,Low,,
45,Non-binary,PhD,Widowed,105566,750,18365,Auto,Employed,19,Poor,0.559964603,100136,4,Bennetthaven,FL,Brunei Darussalam,2,2,Medium,,
47,Non-binary,Bachelor's,Single,103732,745,6487,Auto,Unemployed,7,Good,0.240153995,282554,3,Craigburgh,UT,Cote d'Ivoire,3,2,Medium,,
47,Female,High School,Married,52132,706,48227,Home,Unemployed,12,Poor,0.496197155,183763,0,Lindabury,MP,Congo,2,1,Medium,,
57,Male,Bachelor's,Single,68024,720,24592,Personal,Employed,2,Good,0.365413111,55356,1,Karenview,VA,Niger,4,1,Medium,,
36,Female,PhD,Divorced,69966,623,10119,Auto,Self-employed,16,Poor,0.509927174,206073,4,Chapmanchester,TX,Switzerland,1,1,High,,
58,Female,PhD,Single,84940,771,32082,Auto,Employed,11,Fair,0.122250407,142614,2,Port Dustin,MO,Gambia,0,0,Medium,,
64,Male,PhD,Widowed,25404,662,22955,Auto,Employed,14,Fair,0.178875779,252651,1,South Nicholas,UT,Mexico,2,0,Low,,
18,Female,Master's,Single,83766,716,17832,Personal,Unemployed,12,Fair,0.511232152,45885,3,East Shaunchester,WV,Saint Kitts and Nevis,1,1,Low,,
65,Non-binary,PhD,Married,46823,711,8248,Auto,Self-employed,5,Fair,0.169843456,29417,1,West Angelamouth,CA,Sweden,1,2,High,,
53,Female,PhD,Single,109438,674,28824,Auto,Self-employed,11,Poor,0.505789504,150721,4,New Nicholas,KS,New Caledonia,2,1,Low,,
48,Male,PhD,Divorced,46862,652,45910,Personal,Employed,11,Fair,0.530326613,211980,3,Petersontown,MA,Azerbaijan,0,0,Low,,
58,Male,Bachelor's,Single,57202,718,25189,Home,Employed,14,Excellent,0.272008743,280458,3,South Alexis,DE,Equatorial Guinea,1,1,High,,
36,Male,Master's,Married,104825,709,45200,Business,Self-employed,10,Good,0.591063555,115581,2,Lake Ryan,WI,Togo,3,0,Medium,,
59,Non-binary,PhD,Widowed,41983,760,20712,Business,Self-employed,11,Poor,0.136518919,287348,3,Nancyland,WY,Yemen,0,0,Medium,,
64,Non-binary,High School,Married,84367,742,25273,Personal,Unemployed,5,Excellent,0.256511474,214443,0,West Robert,GA,Ghana,3,1,Low,,
44,Female,PhD,Divorced,100051,797,12904,Auto,Self-employed,9,Poor,0.252571202,42789,1,Christopherbury,FM,Seychelles,3,2,Low,,
38,Non-binary,Master's,Divorced,20511,640,26535,Personal,Unemployed,4,Fair,0.292157339,188273,3,Amyborough,AS,Uzbekistan,3,2,Low,,
41,Non-binary,Bachelor's,Single,117930,710,37918,Personal,Self-employed,12,Good,0.531515753,109943,0,New Beth,GU,Russian Federation,1,2,Low,,
61,Female,Master's,Widowed,65217,717,36583,Personal,Employed,9,Poor,0.38868433,35353,1,South Miguelhaven,PR,Netherlands Antilles,3,0,Low,,
35,Female,Bachelor's,Divorced,65335,667,48902,Business,Unemployed,2,Good,0.182378321,96690,1,Lake Stacey,MT,New Caledonia,4,0,Medium,,
34,Male,PhD,Single,46093,747,20594,Auto,Employed,19,Good,0.393594671,199417,0,Jamesport,DC,Bermuda,0,1,Low,,
46,Male,Bachelor's,Single,24601,616,16586,Auto,Self-employed,1,Fair,0.365535715,134977,4,Harrisfort,NY,Congo,0,0,Low,,
53,Non-binary,Bachelor's,Widowed,101618,637,48930,Personal,Unemployed,17,Poor,0.475305556,127918,4,New David,ND,Montserrat,4,2,Medium,,
68,Non-binary,PhD,Single,55133,671,43671,Home,Self-employed,17,Excellent,0.482339928,170378,3,East Kristenshire,DC,Botswana,4,2,Low,,
46,Non-binary,PhD,Widowed,62568,777,31352,Business,Self-employed,5,Fair,0.266857034,103370,0,East Angela,ID,Germany,3,2,Medium,,
40,Male,PhD,Widowed,116150,767,48389,Auto,Employed,17,Fair,0.486249215,207969,4,West Justinborough,PR,Western Sahara,0,1,Low,,
49,Non-binary,PhD,Married,79327,740,30811,Home,Self-employed,10,Fair,0.119991505,22606,4,Justinbury,AS,Marshall Islands,1,2,Medium,,
57,Female,Bachelor's,Divorced,45402,675,13314,Business,Unemployed,8,Excellent,0.37578737,152166,1,New Johnathan,WY,Serbia,2,0,Medium,,
31,Male,PhD,Divorced,22387,625,47351,Personal,Employed,7,Good,0.584314391,293724,4,North Christopher,CT,Suriname,0,1,Low,,
26,Female,Bachelor's,Single,71163,663,44555,Home,Self-employed,12,Good,0.553361528,207677,1,Lesliehaven,AS,Peru,4,1,Low,,
29,Female,Master's,Single,74909,737,39139,Personal,Self-employed,18,Excellent,0.114640773,195330,4,Cruzview,DC,Trinidad and Tobago,0,0,Low,,
44,Non-binary,Master's,Single,89110,678,27734,Auto,Employed,5,Excellent,0.468790816,185324,4,Elizabethberg,ME,Nigeria,0,2,Low,,
64,Non-binary,PhD,Married,39703,677,21025,Personal,Employed,6,Good,0.483246893,155973,2,Sarahton,MS,British Indian Ocean Territory (Chagos Archipelago),1,2,High,,
40,Non-binary,Bachelor's,Single,41311,755,21563,Business,Unemployed,18,Excellent,0.502404724,152414,2,Petershire,OK,Saint Helena,0,1,Low,,
20,Non-binary,Master's,Widowed,107826,751,6365,Auto,Self-employed,16,Fair,0.317564362,145766,2,Lake Adrian,NY,Swaziland,2,1,Low,,
47,Female,Bachelor's,Widowed,104451,795,46128,Home,Unemployed,5,Poor,0.206925216,178827,0,New Justin,KS,Congo,0,2,Low,,
48,Female,PhD,Divorced,45261,604,42064,Business,Employed,19,Fair,0.230230179,179636,3,New Andrewstad,VT,Lithuania,3,1,Medium,,
68,Male,Master's,Married,105490,652,31036,Personal,Self-employed,16,Poor,0.130624184,161283,0,Hurleyshire,MI,Sri Lanka,1,2,Low,,
54,Non-binary,Master's,Widowed,98588,743,46587,Auto,Employed,17,Good,0.280780873,53142,2,Tiffanyshire,HI,British Virgin Islands,4,1,Medium,,
55,Non-binary,PhD,Married,91474,647,13968,Personal,Employed,0,Poor,0.418270277,222198,1,Melvinfort,WY,Indonesia,2,2,Low,,
32,Non-binary,PhD,Married,106936,795,16225,Business,Unemployed,14,Fair,0.174181406,49407,1,West Laura,WA,Finland,1,0,Low,,
20,Female,Bachelor's,Widowed,109119,793,28539,Business,Self-employed,8,Good,0.323014303,157230,3,Elizabethtown,NJ,Gambia,0,2,Low,,
48,Female,High School,Married,111435,726,34317,Home,Unemployed,3,Good,0.421939061,122647,2,Lake Dylanville,MA,Somalia,0,1,High,,
23,Female,Bachelor's,Divorced,58921,778,7154,Business,Unemployed,16,Good,0.226682364,29486,3,West Cynthiachester,MO,United States Virgin Islands,0,1,Low,,
24,Non-binary,Bachelor's,Widowed,102273,610,20427,Home,Employed,3,Good,0.200931033,241698,1,East Michael,WV,Gabon,1,1,Medium,,
26,Non-binary,High School,Single,25280,691,12578,Auto,Self-employed,19,Poor,0.319522013,167875,4,Rogerborough,RI,Sao Tome and Principe,0,0,Low,,
32,Non-binary,PhD,Single,80840,633,45030,Personal,Self-employed,10,Fair,0.427368821,105556,0,Lake Bryanton,MP,Norfolk Island,3,1,Low,,
39,Non-binary,High School,Single,95923,638,20899,Personal,Unemployed,16,Poor,0.269277691,35762,1,Williamhaven,NM,Svalbard & Jan Mayen Islands,0,2,Medium,,
38,Non-binary,Bachelor's,Single,62873,657,28215,Business,Employed,1,Poor,0.196255369,141244,3,Rebeccaview,MO,Sweden,2,1,Low,,
23,Female,Master's,Widowed,75082,747,7755,Home,Employed,11,Fair,0.53139119,261131,3,South Danielstad,VI,Norway,4,1,High,,
37,Female,PhD,Widowed,39237,672,25890,Personal,Unemployed,1,Excellent,0.252118069,232007,0,West Joshua,WI,Lao People's Democratic Republic,0,2,High,,
24,Female,PhD,Divorced,108909,755,16945,Business,Self-employed,15,Fair,0.194258402,168880,3,Hollowayberg,WV,Albania,4,0,Low,,
40,Female,PhD,Widowed,97952,796,6709,Business,Unemployed,0,Excellent,0.27165247,20777,2,Tylerton,UT,Bouvet Island (Bouvetoya),3,2,High,,
25,Male,Bachelor's,Married,100919,686,47877,Personal,Self-employed,12,Poor,0.532334661,160933,4,East Jasonborough,IA,Uruguay,0,0,Medium,,
19,Female,Bachelor's,Married,76971,727,43235,Home,Unemployed,8,Fair,0.517233556,29981,4,West Christine,CO,Romania,1,2,Low,,
49,Female,Bachelor's,Single,46401,612,7919,Business,Self-employed,3,Fair,0.127943813,184645,4,Charleston,SD,Turks and Caicos Islands,4,0,Low,,
67,Non-binary,High School,Single,59369,722,15378,Auto,Unemployed,17,Excellent,0.568754409,92693,4,North Chaseberg,SC,Korea,0,2,Low,,
48,Female,High School,Widowed,49784,777,44170,Business,Self-employed,1,Good,0.526584244,248855,4,Martinezland,CT,Aruba,0,1,Medium,,
38,Male,PhD,Single,115643,750,47756,Personal,Unemployed,5,Poor,0.123287838,44000,0,Port Barbarafurt,PW,Philippines,4,2,High,,
59,Male,Bachelor's,Single,22106,612,36814,Auto,Employed,2,Fair,0.343596354,36081,4,West Kathleenshire,IL,Rwanda,4,1,Low,,
19,Male,Bachelor's,Widowed,35797,624,15433,Personal,Employed,7,Excellent,0.104203067,157399,0,Teresabury,CO,Greece,1,0,Low,,
42,Non-binary,Bachelor's,Single,69613,768,47406,Home,Self-employed,2,Fair,0.116657486,87683,1,Brendaburgh,ID,French Guiana,4,0,Low,,
30,Non-binary,High School,Divorced,91873,659,46462,Home,Unemployed,14,Poor,0.16373527,103229,3,Toddtown,VI,India,4,2,Low,,
25,Non-binary,PhD,Single,86606,695,6820,Personal,Self-employed,7,Good,0.459291739,49447,2,Herreraport,NJ,Bulgaria,2,1,Medium,,
35,Female,Bachelor's,Single,114467,755,12614,Home,Unemployed,19,Excellent,0.598229213,70647,4,West Paige,UT,Namibia,0,1,Low,,
67,Non-binary,Master's,Single,45785,786,17758,Business,Unemployed,6,Fair,0.160864096,266620,3,Velasquezside,NE,Australia,2,2,Medium,,
20,Male,Master's,Divorced,48648,795,23665,Home,Unemployed,12,Excellent,0.492433235,73868,4,Marcomouth,SC,Christmas Island,4,2,Medium,,
44,Female,Master's,Divorced,27593,774,48379,Personal,Employed,3,Poor,0.476211727,286344,3,Annside,PA,Estonia,2,0,Low,,
41,Non-binary,Bachelor's,Single,92287,676,8462,Home,Self-employed,18,Fair,0.543464277,32143,1,Lauraside,MT,Uganda,0,1,Low,,
22,Male,Master's,Married,23086,785,28524,Personal,Unemployed,13,Poor,0.160924171,236304,2,Kristinaside,OR,Timor-Leste,2,2,Medium,,
56,Male,PhD,Widowed,36923,751,13276,Home,Employed,15,Excellent,0.21135307,287891,2,New Thomasville,VT,Northern Mariana Islands,3,2,High,,
25,Non-binary,Bachelor's,Single,103668,754,24128,Auto,Unemployed,11,Good,0.44104319,117099,3,West Jessica,GU,Palestinian Territory,3,0,Medium,,
63,Non-binary,High School,Divorced,114437,747,10499,Personal,Employed,10,Excellent,0.372425864,224794,3,North Barbara,OK,Panama,1,2,Medium,,
24,Female,Master's,Married,118156,619,30800,Auto,Employed,13,Poor,0.469012556,269980,1,East Vincentborough,HI,Palestinian Territory,1,0,Medium,,
59,Non-binary,High School,Widowed,92940,657,33929,Business,Self-employed,7,Fair,0.200457263,141565,1,Kennethmouth,SC,Cook Islands,1,2,High,,
29,Non-binary,High School,Married,94868,686,24796,Home,Employed,4,Good,0.261688104,39441,3,Lisaland,NM,Belize,0,0,Low,,
42,Male,Bachelor's,Married,47215,685,22480,Personal,Employed,3,Fair,0.295823023,74865,4,Smithstad,NC,Zimbabwe,4,2,Low,,
33,Non-binary,Bachelor's,Single,110638,611,49623,Home,Unemployed,12,Poor,0.278473989,76620,0,West Jonathanburgh,AS,Bosnia and Herzegovina,3,0,Medium,,
22,Male,High School,Divorced,37156,639,6440,Business,Self-employed,17,Good,0.10877874,202857,2,West Holly,UT,Brunei Darussalam,2,2,Low,,
55,Female,Bachelor's,Divorced,83073,779,29953,Auto,Unemployed,16,Good,0.387988719,150671,3,Mezaville,ND,United Kingdom,0,1,Medium,,
20,Male,Bachelor's,Married,29933,720,40971,Auto,Unemployed,9,Fair,0.164288654,128012,0,Alexisfurt,TN,Macao,3,2,High,,
53,Female,Bachelor's,Divorced,35772,682,23569,Business,Employed,6,Fair,0.443012275,256087,1,Christopherland,PA,Saint Helena,3,2,Medium,,
39,Female,PhD,Widowed,32501,657,46834,Personal,Unemployed,12,Good,0.501773789,89824,1,Olsonton,WY,San Marino,4,0,Low,,
45,Female,Master's,Single,108704,717,16206,Home,Self-employed,8,Poor,0.596369653,188878,4,Thomasborough,NY,Austria,2,2,Low,,
45,Male,High School,Single,68070,692,49614,Home,Employed,8,Excellent,0.100513567,127659,3,Everettmouth,MS,Montenegro,0,2,Low,,
42,Male,PhD,Widowed,94796,792,30733,Home,Employed,8,Fair,0.401241775,112462,0,Lake Kimberlymouth,PA,Azerbaijan,3,0,Low,,
52,Female,Master's,Single,58827,764,29551,Personal,Unemployed,17,Good,0.177058491,166607,1,Romanfort,MS,Botswana,1,0,Low,,
65,Male,High School,Single,119039,762,12311,Auto,Self-employed,3,Fair,0.233045286,203822,3,Phillipsville,ID,Nauru,0,0,Medium,,
36,Non-binary,Bachelor's,Married,39941,764,26086,Auto,Unemployed,10,Good,0.214758373,30209,4,New Patrick,MD,Turkmenistan,0,2,Medium,,
48,Non-binary,Bachelor's,Single,79337,779,23824,Business,Self-employed,16,Excellent,0.377917644,125894,1,New Lisaside,IL,Burkina Faso,1,1,Medium,,
24,Female,Bachelor's,Married,96591,663,6302,Auto,Self-employed,14,Good,0.547395578,60882,2,Tateshire,MS,Comoros,1,0,High,,
63,Male,Bachelor's,Single,68737,735,35607,Business,Unemployed,14,Fair,0.279422456,104296,0,Pattersonville,MI,Kuwait,4,2,Low,,
56,Male,Bachelor's,Widowed,79867,778,17426,Auto,Unemployed,5,Excellent,0.463333487,171767,4,East Lindsay,MP,United States Minor Outlying Islands,1,1,High,,
47,Female,High School,Widowed,89235,784,30060,Personal,Self-employed,0,Good,0.59314975,40558,0,Lake Kimberly,CA,Australia,4,0,Medium,,
55,Male,Bachelor's,Widowed,40264,760,27954,Auto,Unemployed,2,Poor,0.484199351,38974,2,West Alexandria,PW,Japan,4,0,High,,
26,Male,PhD,Married,78414,670,39225,Home,Self-employed,6,Poor,0.471720362,156754,3,East Leslie,NC,Estonia,0,0,Low,,
20,Non-binary,Master's,Single,72635,679,22726,Auto,Self-employed,8,Good,0.271272352,245554,2,Lake William,CO,Congo,0,0,High,,
63,Male,Master's,Single,87561,681,46921,Home,Unemployed,0,Excellent,0.241363099,81263,1,New Craigland,GU,Bolivia,2,1,Low,,
52,Female,Bachelor's,Single,47444,698,27849,Auto,Employed,0,Poor,0.591236215,245145,0,Johnsonchester,OK,San Marino,2,0,Low,,
50,Non-binary,Bachelor's,Single,72268,612,20641,Personal,Unemployed,5,Excellent,0.286291578,132905,3,South Robertside,UT,Bahamas,1,2,Low,,
29,Non-binary,Bachelor's,Single,59097,657,19826,Business,Self-employed,6,Excellent,0.285419998,160635,2,West Sheri,NM,Barbados,2,1,Low,,
40,Non-binary,Master's,Widowed,41191,714,29290,Personal,Self-employed,17,Good,0.402498737,240499,1,West Benjamin,PW,Hong Kong,2,1,Low,,
65,Non-binary,Bachelor's,Single,58669,695,8583,Auto,Employed,4,Poor,0.581271492,131192,4,East Tracy,AS,French Guiana,0,2,Low,,
62,Non-binary,PhD,Widowed,88617,618,8600,Home,Employed,11,Fair,0.472577731,27490,1,Thomasmouth,SC,Cyprus,1,2,Low,,
